magnification,image_path,tile_x,tile_y,local_pitch_um,mag,base,det,stage_x_mm,stage_y_mm,stage_x_um,stage_y_um
750,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X003_Y007.png,3,7,1.64772947555556,750,Grp_001_SED_X003_Y007,SED,6.453,14.786,6453.0,14786.0
750,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X003_Y008.png,3,8,1.64624770444444,750,Grp_001_SED_X003_Y008,SED,6.453,14.798,6453.0,14798.0
750,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X003_Y009.png,3,9,1.63735707777778,750,Grp_001_SED_X003_Y009,SED,6.453,14.811,6453.0,14811.0
750,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X004_Y000.png,4,0,1.65217478888889,750,Grp_001_SED_X004_Y000,SED,6.436,14.698,6436.0,14698.0
750,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X004_Y001.png,4,1,1.65217478888889,750,Grp_001_SED_X004_Y001,SED,6.436,14.71,6436.0,14710.0
750,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X004_Y002.png,4,2,1.65069301777778,750,Grp_001_SED_X004_Y002,SED,6.436,14.723,6436.0,14723.0
750,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X004_Y003.png,4,3,1.484290122,750,Grp_001_SED_X004_Y003,SED,6.436,14.735,6436.0,14735.0
750,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X004_Y004.png,4,4,1.64921124666667,750,Grp_001_SED_X004_Y004,SED,6.436,14.748,6436.0,14748.0
750,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X004_Y005.png,4,5,1.64180239111111,750,Grp_001_SED_X004_Y005,SED,6.436,14.76,6436.0,14760.0
750,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X004_Y006.png,4,6,1.82702378,750,Grp_001_SED_X004_Y006,SED,6.436,14.773,6436.0,14773.0
750,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X004_Y007.png,4,7,1.64698859,750,Grp_001_SED_X004_Y007,SED,6.436,14.786,6436.0,14786.0
750,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X004_Y008.png,4,8,1.64772947555556,750,Grp_001_SED_X004_Y008,SED,6.436,14.798,6436.0,14798.0
750,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X004_Y009.png,4,9,1.85369566,750,Grp_001_SED_X004_Y009,SED,6.437,14.811,6437.0,14811.0
750,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X005_Y000.png,5,0,1.65513833111111,750,Grp_001_SED_X005_Y000,SED,6.419,14.698,6419.0,14698.0
750,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X005_Y001.png,5,1,1.64772947555556,750,Grp_001_SED_X005_Y001,SED,6.419,14.71,6419.0,14710.0
750,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X005_Y002.png,5,2,1.65513833111111,750,Grp_001_SED_X005_Y002,SED,6.419,14.723,6419.0,14723.0
750,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X005_Y003.png,5,3,1.48695731,750,Grp_001_SED_X005_Y003,SED,6.419,14.735,6419.0,14735.0
750,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X005_Y004.png,5,4,1.64624770444444,750,Grp_001_SED_X005_Y004,SED,6.419,14.748,6419.0,14748.0
750,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X005_Y005.png,5,5,1.64921124666667,750,Grp_001_SED_X005_Y005,SED,6.419,14.76,6419.0,14760.0
750,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X005_Y006.png,5,6,1.64624770444444,750,Grp_001_SED_X005_Y006,SED,6.419,14.773,6419.0,14773.0
750,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X005_Y007.png,5,7,1.64698859,750,Grp_001_SED_X005_Y007,SED,6.42,14.786,6420.0,14786.0
750,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X005_Y008.png,5,8,1.645654996,750,Grp_001_SED_X005_Y008,SED,6.419,14.798,6419.0,14798.0
750,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X005_Y009.png,5,9,1.64476593333333,750,Grp_001_SED_X005_Y009,SED,6.42,14.811,6420.0,14811.0
750,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X006_Y000.png,6,0,1.65365656,750,Grp_001_SED_X006_Y000,SED,6.402,14.698,6402.0,14698.0
750,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X006_Y001.png,6,1,1.648322184,750,Grp_001_SED_X006_Y001,SED,6.402,14.71,6402.0,14710.0
750,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X006_Y002.png,6,2,1.64921124666667,750,Grp_001_SED_X006_Y002,SED,6.402,14.723,6402.0,14723.0
750,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X006_Y003.png,6,3,1.484290122,750,Grp_001_SED_X006_Y003,SED,6.402,14.735,6402.0,14735.0
750,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X006_Y004.png,6,4,1.48028934,750,Grp_001_SED_X006_Y004,SED,6.402,14.748,6402.0,14748.0
750,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X006_Y005.png,6,5,1.485623716,750,Grp_001_SED_X006_Y005,SED,6.403,14.76,6403.0,14760.0
750,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X006_Y006.png,6,6,1.481622934,750,Grp_001_SED_X006_Y006,SED,6.402,14.773,6402.0,14773.0
750,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X006_Y007.png,6,7,1.482956528,750,Grp_001_SED_X006_Y007,SED,6.403,14.786,6403.0,14786.0
750,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X006_Y008.png,6,8,1.82702378,750,Grp_001_SED_X006_Y008,SED,6.402,14.798,6402.0,14798.0
750,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X006_Y009.png,6,9,1.641654214,750,Grp_001_SED_X006_Y009,SED,6.403,14.811,6403.0,14811.0
750,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X007_Y000.png,7,0,1.64698859,750,Grp_001_SED_X007_Y000,SED,6.385,14.698,6385.0,14698.0
750,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X007_Y001.png,7,1,1.65069301777778,750,Grp_001_SED_X007_Y001,SED,6.386,14.71,6386.0,14710.0
750,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X007_Y002.png,7,2,1.65069301777778,750,Grp_001_SED_X007_Y002,SED,6.385,14.723,6385.0,14723.0
750,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X007_Y003.png,7,3,1.64328416222222,750,Grp_001_SED_X007_Y003,SED,6.386,14.735,6386.0,14735.0
750,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X007_Y004.png,7,4,1.65069301777778,750,Grp_001_SED_X007_Y004,SED,6.385,14.748,6385.0,14748.0
750,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X007_Y005.png,7,5,1.64180239111111,750,Grp_001_SED_X007_Y005,SED,6.386,14.76,6386.0,14760.0
750,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X007_Y006.png,7,6,1.64328416222222,750,Grp_001_SED_X007_Y006,SED,6.385,14.773,6385.0,14773.0
750,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X007_Y007.png,7,7,1.64328416222222,750,Grp_001_SED_X007_Y007,SED,6.386,14.786,6386.0,14786.0
750,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X007_Y008.png,7,8,1.478955746,750,Grp_001_SED_X007_Y008,SED,6.385,14.798,6385.0,14798.0
750,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X007_Y009.png,7,9,1.64698859,750,Grp_001_SED_X007_Y009,SED,6.386,14.811,6386.0,14811.0
750,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X008_Y000.png,8,0,1.65217478888889,750,Grp_001_SED_X008_Y000,SED,6.368,14.698,6368.0,14698.0
750,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X008_Y001.png,8,1,1.65365656,750,Grp_001_SED_X008_Y001,SED,6.369,14.71,6369.0,14710.0
750,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X008_Y002.png,8,2,1.650989372,750,Grp_001_SED_X008_Y002,SED,6.368,14.723,6368.0,14723.0
750,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X008_Y003.png,8,3,1.648322184,750,Grp_001_SED_X008_Y003,SED,6.369,14.735,6369.0,14735.0
750,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X008_Y004.png,8,4,1.64476593333333,750,Grp_001_SED_X008_Y004,SED,6.368,14.748,6368.0,14748.0
750,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X008_Y005.png,8,5,1.64921124666667,750,Grp_001_SED_X008_Y005,SED,6.369,14.76,6369.0,14760.0
750,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X008_Y006.png,8,6,1.64624770444444,750,Grp_001_SED_X008_Y006,SED,6.368,14.773,6368.0,14773.0
750,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X008_Y007.png,8,7,1.64921124666667,750,Grp_001_SED_X008_Y007,SED,6.369,14.786,6369.0,14786.0
750,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X008_Y008.png,8,8,1.64328416222222,750,Grp_001_SED_X008_Y008,SED,6.369,14.798,6369.0,14798.0
750,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X008_Y009.png,8,9,1.64328416222222,750,Grp_001_SED_X008_Y009,SED,6.369,14.811,6369.0,14811.0
750,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X009_Y000.png,9,0,1.65365656,750,Grp_001_SED_X009_Y000,SED,6.351,14.698,6351.0,14698.0
750,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X009_Y001.png,9,1,1.65069301777778,750,Grp_001_SED_X009_Y001,SED,6.352,14.711,6352.0,14711.0
750,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X009_Y002.png,9,2,1.65217478888889,750,Grp_001_SED_X009_Y002,SED,6.351,14.723,6351.0,14723.0
750,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X009_Y003.png,9,3,1.649655778,750,Grp_001_SED_X009_Y003,SED,6.352,14.736,6352.0,14736.0
750,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X009_Y004.png,9,4,1.649655778,750,Grp_001_SED_X009_Y004,SED,6.351,14.748,6351.0,14748.0
750,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X009_Y005.png,9,5,1.65513833111111,750,Grp_001_SED_X009_Y005,SED,6.352,14.761,6352.0,14761.0
750,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X009_Y006.png,9,6,1.85369566,750,Grp_001_SED_X009_Y006,SED,6.352,14.773,6352.0,14773.0
750,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X009_Y007.png,9,7,1.64328416222222,750,Grp_001_SED_X009_Y007,SED,6.352,14.786,6352.0,14786.0
750,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X009_Y008.png,9,8,1.64476593333333,750,Grp_001_SED_X009_Y008,SED,6.352,14.798,6352.0,14798.0
750,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag750_SED-BED/SED/Grp_001_SED_X009_Y009.png,9,9,1.64476593333333,750,Grp_001_SED_X009_Y009,SED,6.352,14.811,6352.0,14811.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X000_Y000.png,0,0,1.65069301777778,500,Grp_001_SED_X000_Y000,SED,6.546,14.666,6546.0,14666.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X000_Y001.png,0,1,1.64476593333333,500,Grp_001_SED_X000_Y001,SED,6.546,14.679,6546.0,14679.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X000_Y002.png,0,2,1.65069301777778,500,Grp_001_SED_X000_Y002,SED,6.546,14.692,6546.0,14692.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X000_Y003.png,0,3,1.64328416222222,500,Grp_001_SED_X000_Y003,SED,6.546,14.704,6546.0,14704.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X000_Y004.png,0,4,1.64476593333333,500,Grp_001_SED_X000_Y004,SED,6.546,14.717,6546.0,14717.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X000_Y005.png,0,5,1.64624770444444,500,Grp_001_SED_X000_Y005,SED,6.546,14.729,6546.0,14729.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X000_Y006.png,0,6,1.64476593333333,500,Grp_001_SED_X000_Y006,SED,6.546,14.742,6546.0,14742.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X000_Y007.png,0,7,1.64180239111111,500,Grp_001_SED_X000_Y007,SED,6.546,14.754,6546.0,14754.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X000_Y008.png,0,8,1.644321402,500,Grp_001_SED_X000_Y008,SED,6.546,14.767,6546.0,14767.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X000_Y009.png,0,9,1.8453606975,500,Grp_001_SED_X000_Y009,SED,6.546,14.779,6546.0,14779.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X000_Y010.png,0,10,1.63735707777778,500,Grp_001_SED_X000_Y010,SED,6.546,14.792,6546.0,14792.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X000_Y011.png,0,11,1.63587530666667,500,Grp_001_SED_X000_Y011,SED,6.546,14.804,6546.0,14804.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X000_Y012.png,0,12,1.63735707777778,500,Grp_001_SED_X000_Y012,SED,6.546,14.817,6546.0,14817.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X000_Y013.png,0,13,1.63439353555556,500,Grp_001_SED_X000_Y013,SED,6.546,14.829,6546.0,14829.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X000_Y014.png,0,14,2.10707852,500,Grp_001_SED_X000_Y014,SED,6.546,14.842,6546.0,14842.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X001_Y000.png,1,0,1.65069301777778,500,Grp_001_SED_X001_Y000,SED,6.529,14.666,6529.0,14666.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X001_Y001.png,1,1,1.82998732222222,500,Grp_001_SED_X001_Y001,SED,6.529,14.679,6529.0,14679.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X001_Y002.png,1,2,1.8553626525,500,Grp_001_SED_X001_Y002,SED,6.529,14.691,6529.0,14691.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X001_Y003.png,1,3,1.64772947555556,500,Grp_001_SED_X001_Y003,SED,6.529,14.704,6529.0,14704.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X001_Y004.png,1,4,1.64921124666667,500,Grp_001_SED_X001_Y004,SED,6.529,14.716,6529.0,14716.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X001_Y005.png,1,5,1.64772947555556,500,Grp_001_SED_X001_Y005,SED,6.529,14.729,6529.0,14729.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X001_Y006.png,1,6,1.64328416222222,500,Grp_001_SED_X001_Y006,SED,6.529,14.742,6529.0,14742.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X001_Y007.png,1,7,1.64032062,500,Grp_001_SED_X001_Y007,SED,6.529,14.754,6529.0,14754.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X001_Y008.png,1,8,1.642987808,500,Grp_001_SED_X001_Y008,SED,6.529,14.767,6529.0,14767.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X001_Y009.png,1,9,1.641654214,500,Grp_001_SED_X001_Y009,SED,6.529,14.779,6529.0,14779.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X001_Y010.png,1,10,1.64032062,500,Grp_001_SED_X001_Y010,SED,6.529,14.792,6529.0,14792.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X001_Y011.png,1,11,1.64032062,500,Grp_001_SED_X001_Y011,SED,6.53,14.804,6530.0,14804.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X001_Y012.png,1,12,1.63883884888889,500,Grp_001_SED_X001_Y012,SED,6.529,14.817,6529.0,14817.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X001_Y013.png,1,13,1.63735707777778,500,Grp_001_SED_X001_Y013,SED,6.529,14.829,6529.0,14829.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X001_Y014.png,1,14,2.10326825142857,500,Grp_001_SED_X001_Y014,SED,6.529,14.842,6529.0,14842.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X002_Y000.png,2,0,1.65069301777778,500,Grp_001_SED_X002_Y000,SED,6.512,14.666,6512.0,14666.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X002_Y001.png,2,1,1.64921124666667,500,Grp_001_SED_X002_Y001,SED,6.512,14.679,6512.0,14679.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X002_Y002.png,2,2,1.650989372,500,Grp_001_SED_X002_Y002,SED,6.512,14.691,6512.0,14691.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X002_Y003.png,2,3,1.644321402,500,Grp_001_SED_X002_Y003,SED,6.512,14.704,6512.0,14704.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X002_Y004.png,2,4,1.64476593333333,500,Grp_001_SED_X002_Y004,SED,6.512,14.717,6512.0,14717.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X002_Y005.png,2,5,1.64772947555556,500,Grp_001_SED_X002_Y005,SED,6.512,14.729,6512.0,14729.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X002_Y006.png,2,6,1.64328416222222,500,Grp_001_SED_X002_Y006,SED,6.512,14.742,6512.0,14742.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X002_Y007.png,2,7,1.64476593333333,500,Grp_001_SED_X002_Y007,SED,6.512,14.754,6512.0,14754.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X002_Y008.png,2,8,1.64476593333333,500,Grp_001_SED_X002_Y008,SED,6.512,14.767,6512.0,14767.0
500,/Users/dawid/Library/Mobile Documents/com~apple~CloudDocs/Dokumenty/SEM_measurements/Calibration/mag500_SED-BED/SED/Grp_001_SED_X002_Y009.png,2,9,1.641654214,500,Grp_001_SED_X002_Y009,SED,6.513,14.779,6513.0,14779.0
